significance_rank,DE_id,DE_description,Data_type,Data_type_description,Group_id,Group_id_description,PV,PV_description,PV_count
,30656,Aspartate aminotransferase reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30660,Direct bilirubin,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30661,Direct bilirubin assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30662,Direct bilirubin aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30663,Direct bilirubin correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30664,Direct bilirubin correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30665,Direct bilirubin missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30666,Direct bilirubin reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30670,Urea,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30671,Urea assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30672,Urea aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30673,Urea correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30674,Urea correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30675,Urea missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30676,Urea reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30680,Calcium,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30681,Calcium assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30682,Calcium aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30683,Calcium correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30684,Calcium correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30685,Calcium missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30686,Calcium reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30690,Cholesterol,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30691,Cholesterol assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30692,Cholesterol aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30693,Cholesterol correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30694,Cholesterol correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30695,Cholesterol missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30696,Cholesterol reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30700,Creatinine,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30701,Creatinine assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30702,Creatinine aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30703,Creatinine correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30704,Creatinine correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30705,Creatinine missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30706,Creatinine reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30710,C-reactive protein,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30711,C-reactive protein assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30712,C-reactive protein aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30713,C-reactive protein correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30714,C-reactive protein correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30715,C-reactive protein missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30716,C-reactive protein reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30720,Cystatin C,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30721,Cystatin C assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30722,Cystatin C aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30723,Cystatin C correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30724,Cystatin C correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30725,Cystatin C missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30726,Cystatin C reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30730,Gamma glutamyltransferase,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30731,Gamma glutamyltransferase assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30732,Gamma glutamyltransferase aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30733,Gamma glutamyltransferase correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30734,Gamma glutamyltransferase correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30735,Gamma glutamyltransferase missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30736,Gamma glutamyltransferase reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30740,Glucose,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30741,Glucose assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30742,Glucose aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30743,Glucose correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30744,Glucose correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30745,Glucose missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30746,Glucose reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30750,Glycated haemoglobin (HbA1c),Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30751,Glycated haemoglobin (HbA1c) assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30753,Glycated haemoglobin (HbA1c) correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30754,Glycated haemoglobin (HbA1c) correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30755,Glycated haemoglobin (HbA1c) missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30756,Glycated haemoglobin (HbA1c) reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30760,HDL cholesterol,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30761,HDL cholesterol assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30762,HDL cholesterol aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30763,HDL cholesterol correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30764,HDL cholesterol correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30765,HDL cholesterol missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30766,HDL cholesterol reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30770,IGF-1,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30771,IGF-1 assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30772,IGF-1 aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30773,IGF-1 correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30774,IGF-1 correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30775,IGF-1 missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30776,IGF-1 reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30780,LDL direct,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30781,LDL direct assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30782,LDL direct aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30783,LDL direct correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30784,LDL direct correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30785,LDL direct missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30786,LDL direct reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30790,Lipoprotein A,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30791,Lipoprotein A assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30792,Lipoprotein A aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30793,Lipoprotein A correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30794,Lipoprotein A correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30795,Lipoprotein A missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30796,Lipoprotein A reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30800,Oestradiol,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30801,Oestradiol assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30802,Oestradiol aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30803,Oestradiol correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30804,Oestradiol correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30805,Oestradiol missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30806,Oestradiol reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30810,Phosphate,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30811,Phosphate assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30812,Phosphate aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30813,Phosphate correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30814,Phosphate correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
