"","concept_code","concept_name.x","R1L","R1H","R2H","R3L","R3H","Distinct_Flaged_Dispensations","ev_cnt","pt_cnt","total_outofpocket","sum_cost","DOS_SUM","concept_name.y","Cost_Per_Day","R1L_Dis","R1H_Dis","R2H_Dis","R3L_Dis","R3H_Dis","Dist_DIS","R1L_pop","R1H_pop","R2H_pop","R3L_pop","R3H_pop","Dist_pop"
"2837",40175001,"Levothyroxine Sodium 0.125 MG Oral Tablet",38772,182474,142569,72810,171673,376538,3654160,822148,34013314.03,98974045.439,205949416,"Levothyroxine Sodium 0.125 MG Oral Tablet",0.4805745379681,94.2473950273393,20.0256474895054,25.6308173586123,50.1876115918143,21.2855836386619,9.7046247656279,21.2046837924275,4.50556243629229,5.76666736808142,11.2916907018267,4.78903496764197,2.18343965283716
"2838",1311278,"vardenafil 10 MG Oral Tablet",9,9,5,9,3,19,184,65,3833.32,38561.81,5624,"vardenafil 10 MG Oral Tablet",6.85665184921764,20.4444444444444,20.4444444444444,36.8,20.4444444444444,61.3333333333333,9.68421052631579,7.22222222222222,7.22222222222222,13,7.22222222222222,21.6666666666667,3.42105263157895
"2839",44785376,"Sapropterin dihydrochloride 100 MG Oral Tablet",6,1,19,25,24,70,678,73,48576.16,9988274.87,20574,"Sapropterin dihydrochloride 100 MG Oral Tablet",485.480454457082,113,678,35.6842105263158,27.12,28.25,9.68571428571429,12.1666666666667,73,3.84210526315789,2.92,3.04166666666667,1.04285714285714
"2840",40237545,"24 HR Niacin 500 MG Extended Release Oral Tablet",157,9070,12764,8507,7543,28555,276684,60512,5851043.09,36568016.93,14711858,"24 HR Niacin 500 MG Extended Release Oral Tablet",2.485615136443,1762.31847133758,30.5054024255788,21.6769037919148,32.5242741271894,36.6808961951478,9.68951146909473,385.426751592357,6.67166482910695,4.74083359448449,7.11320089338192,8.02227230544876,2.11913850464017
"2841",19133750,"Calcium Carbonate 1250 MG / Cholecalciferol 400 UNT Chewable Tablet",227,181,8,164,226,490,4748,701,0,20254.86,142354,"Calcium Carbonate 1250 MG / Cholecalciferol 400 UNT Chewable Tablet",0.142285148292285,20.9162995594714,26.232044198895,593.5,28.9512195121951,21.0088495575221,9.68979591836735,3.08810572687225,3.87292817679558,87.625,4.27439024390244,3.10176991150442,1.43061224489796
"2842",40239539,"1 ML glatiramer acetate 20 MG/ML Prefilled Syringe",1954,2952,1929,1631,2801,6339,61424,7437,13983378.32,410836968.22,1890436,"1 ML glatiramer acetate 20 MG/ML Prefilled Syringe",217.323923274842,31.4350051177073,20.8075880758808,31.8424053913945,37.6603310852238,21.9293109603713,9.68985644423411,3.80603889457523,2.51930894308943,3.85536547433904,4.55977927651747,2.65512317029632,1.17321344060577
"2843",19127716,"nilotinib 200 MG Oral Capsule",404,163,551,191,5,1138,11030,1368,3488246.63,102900629.56,322263,"nilotinib 200 MG Oral Capsule",319.30637262112,27.3019801980198,67.6687116564417,20.0181488203267,57.7486910994764,2206,9.69244288224956,3.38613861386139,8.39263803680982,2.48275862068966,7.16230366492147,273.6,1.20210896309315
"2844",40236446,"Methylphenidate Hydrochloride 20 MG Oral Tablet",10935,10843,378,11722,5288,27931,270833,39464,4216923.78,17063248.31,8430586,"Methylphenidate Hydrochloride 20 MG Oral Tablet",2.02396942632458,24.7675354366712,24.9776814534723,716.489417989418,23.1046749701416,51.2165279878971,9.69650209444703,3.60896204846822,3.63958314119709,104.402116402116,3.36666097935506,7.46293494704992,1.41291038630912
"2845",1539462,"Simvastatin 5 MG Oral Tablet",7763,13412,16599,8164,17144,38977,378001,89896,1210425.44,3291303.9,22895327,"Simvastatin 5 MG Oral Tablet",0.143754395820597,48.6926445961613,28.183790635252,22.7725164166516,46.3009554140127,22.0485884274382,9.69805269774482,11.5800592554425,6.70265433939755,5.41574793662269,11.0112689857913,5.24358376108259,2.30638581727686
"2846",40220524,"50 ML Immunoglobulin G, Human 100 MG/ML Injection",380,NA,846,878,2,2065,20028,3067,4707057.01,136735751.9,453924,"50 ML Immunoglobulin G, Human 100 MG/ML Injection",301.230496514835,52.7052631578947,NA,23.6737588652482,22.8109339407745,10014,9.69878934624697,8.07105263157895,NA,3.62529550827423,3.49316628701595,1533.5,1.48523002421308
"2847",752209,"2 ML Prochlorperazine 5 MG/ML Injection",11,NA,57,53,17,127,1232,598,11563.03,261078.29,8739,"2 ML Prochlorperazine 5 MG/ML Injection",29.8750760956631,112,NA,21.6140350877193,23.2452830188679,72.4705882352941,9.7007874015748,54.3636363636364,NA,10.4912280701754,11.2830188679245,35.1764705882353,4.70866141732283
"2848",1551100,"Prednisone 1 MG Oral Tablet",6157,30569,21399,9543,23609,68597,666419,176857,4471184.56,13180959.6,29466683,"Prednisone 1 MG Oral Tablet",0.447317385536743,108.237615721943,21.8004841506101,31.1425300247675,69.8332809389081,28.2273285611419,9.71498753589807,28.724541172649,5.78550165200039,8.26473199682228,18.5326417269203,7.49108390867889,2.57820312841669
"2849",40163917,"24 HR Amphetamine aspartate 7.5 MG / Amphetamine Sulfate 7.5 MG / Dextroamphetamine saccharate 7.5 MG / Dextroamphetamine Sulfate 7.5 MG Extended Release Oral Capsule",7102,4953,95,9215,8631,20650,200408,29304,3401092.54,29079092.09,6231504,"24 HR Amphetamine aspartate 7.5 MG / Amphetamine Sulfate 7.5 MG / Dextroamphetamine saccharate 7.5 MG / Dextroamphetamine Sulfate 7.5 MG Extended Release Oral Capsule",4.66646448273162,28.2185299915517,40.4619422572178,2109.55789473684,21.7480195333695,23.2195574093384,9.70498789346247,4.12616164460715,5.91641429436705,308.463157894737,3.18003255561584,3.39520333680918,1.4190799031477
"2850",902740,"Tobramycin 0.003 MG/MG Ophthalmic Ointment",76,525,515,234,3,1242,12055,9208,371807.95,2601531.55,124877,"Tobramycin 0.003 MG/MG Ophthalmic Ointment",20.8327518277986,158.618421052632,22.9619047619048,23.4077669902913,51.517094017094,4018.33333333333,9.7061191626409,121.157894736842,17.5390476190476,17.8796116504854,39.3504273504274,3069.33333333333,7.41384863123994
"2851",46276413,"4 ML pembrolizumab 25 MG/ML Injection",35,13,75,24,44,157,1524,306,272624.33,14585744.29,32131,"4 ML pembrolizumab 25 MG/ML Injection",453.946166941583,43.5428571428571,117.230769230769,20.32,63.5,34.6363636363636,9.70700636942675,8.74285714285714,23.5384615384615,4.08,12.75,6.95454545454545,1.94904458598726
"2852",36249546,"{90 (Regular Insulin, Human 4 UNT Inhalation Powder) / 90 (Regular Insulin, Human 8 UNT Inhalation Powder) } Pack",NA,13,16,11,1,41,398,158,27377.72,356568.69,15491,"{90 (Regular Insulin, Human 4 UNT Inhalation Powder) / 90 (Regular Insulin, Human 8 UNT Inhalation Powder) } Pack",23.0177967852301,NA,30.6153846153846,24.875,36.1818181818182,398,9.70731707317073,NA,12.1538461538462,9.875,14.3636363636364,158,3.85365853658537
"2853",19078922,"Metronidazole 10 MG/ML Topical Cream",2,85,51,59,10,200,1942,1349,138620.69,3728940.86,61519,"Metronidazole 10 MG/ML Topical Cream",60.6144582974366,971,22.8470588235294,38.078431372549,32.9152542372881,194.2,9.71,674.5,15.8705882352941,26.4509803921569,22.864406779661,134.9,6.745
"2854",40174725,"Fluvoxamine Maleate 100 MG Oral Tablet",602,7057,10445,5763,3825,22016,213833,27757,1210792.36,6946237.32,7242535,"Fluvoxamine Maleate 100 MG Oral Tablet",0.959089230497333,355.204318936877,30.3008360493127,20.4722833891814,37.1044594829082,55.9040522875817,9.71261809593023,46.1079734219269,3.93325775825422,2.65744375299186,4.81641506159986,7.25673202614379,1.26076489825581
"2855",997892,"Clindamycin 150 MG Oral Capsule",44860,NA,17977,34399,14192,93525,911921,701781,3488165.49,6571448.71,6521756,"Clindamycin 150 MG Oral Capsule",1.00761952915748,20.3281542576906,NA,50.7270957334372,26.5101020378499,64.2559892897407,9.7505586741513,15.6438029424877,NA,39.037714857874,20.4012035233582,49.4490558060879,7.50367281475541
"2856",19067324,"Insulin Lispro 50 UNT/ML / Insulin, Protamine Lispro, Human 50 UNT/ML Injectable Suspension",61,580,720,556,NA,1748,16989,3089,690223.26,15262286.9,566393,"Insulin Lispro 50 UNT/ML / Insulin, Protamine Lispro, Human 50 UNT/ML Injectable Suspension",26.9464610261779,278.508196721311,29.2913793103448,23.5958333333333,30.5557553956835,NA,9.71910755148742,50.6393442622951,5.32586206896552,4.29027777777778,5.55575539568345,NA,1.76716247139588
"2857",40168436,"Dextroamphetamine Sulfate 10 MG Extended Release Oral Capsule",940,595,25,537,364,1977,19216,3241,607575.43,5067481.15,619958,"Dextroamphetamine Sulfate 10 MG Extended Release Oral Capsule",8.17391041006004,20.4425531914894,32.2957983193277,768.64,35.7839851024209,52.7912087912088,9.71977744056652,3.44787234042553,5.44705882352941,129.64,6.03538175046555,8.90384615384615,1.63935255437532
"2858",19077793,"12 HR Guaifenesin 1200 MG Extended Release Oral Tablet",18,4,20,14,4,43,418,130,0,11232.62,9117,"12 HR Guaifenesin 1200 MG Extended Release Oral Tablet",1.23205221015685,23.2222222222222,104.5,20.9,29.8571428571429,104.5,9.72093023255814,7.22222222222222,32.5,6.5,9.28571428571429,32.5,3.02325581395349
"2859",1517768,"paricalcitol 0.001 MG Oral Capsule",35,2231,3500,581,3080,7591,73806,14740,1823695.68,14659531.84,3335006,"paricalcitol 0.001 MG Oral Capsule",4.39565381291668,2108.74285714286,33.0820259973106,21.0874285714286,127.032702237522,23.962987012987,9.72282966671058,421.142857142857,6.60690273419991,4.21142857142857,25.3700516351119,4.78571428571429,1.94177315241734
"2860",40171016,"Fluticasone propionate 0.00005 MG/MG Topical Ointment",456,558,387,563,5,1598,15539,10196,169086.09,522891.92,334908,"Fluticasone propionate 0.00005 MG/MG Topical Ointment",1.56130017795932,34.0767543859649,27.8476702508961,40.1524547803618,27.6003552397869,3107.8,9.72403003754693,22.359649122807,18.2724014336918,26.3462532299742,18.1101243339254,2039.2,6.38047559449312
"2861",42708114,"Tenofovir disoproxil fumarate 150 MG Oral Tablet",NA,3,16,10,11,40,389,80,20215.51,515948.48,13468,"Tenofovir disoproxil fumarate 150 MG Oral Tablet",38.3092129492129,NA,129.666666666667,24.3125,38.9,35.3636363636364,9.725,NA,26.6666666666667,5,8,7.27272727272727,2
"2862",19067005,"HORSE CHESTNUT SEED 300 MG Oral Capsule",NA,5,3,2,5,11,107,28,0,1600.66,3975,"HORSE CHESTNUT SEED 300 MG Oral Capsule",0.402681761006289,NA,21.4,35.6666666666667,53.5,21.4,9.72727272727273,NA,5.6,9.33333333333333,14,5.6,2.54545454545455
"2863",45892463,"60 ACTUAT Testosterone 12.5 MG/ACTUAT Topical Gel",405,836,350,339,3,1790,17415,5434,547344.14,4711733.79,778522,"60 ACTUAT Testosterone 12.5 MG/ACTUAT Topical Gel",6.05215239903304,43,20.8313397129187,49.7571428571429,51.3716814159292,5805,9.72905027932961,13.4172839506173,6.5,15.5257142857143,16.0294985250737,1811.33333333333,3.03575418994413
"2864",40168948,"eltrombopag 75 MG Oral Tablet",80,100,171,60,116,375,3649,759,968723.05,47800978.39,112317,"eltrombopag 75 MG Oral Tablet",425.58987855801,45.6125,36.49,21.3391812865497,60.8166666666667,31.4568965517241,9.73066666666667,9.4875,7.59,4.43859649122807,12.65,6.54310344827586,2.024
"2865",40229769,"Capsaicin 0.00025 MG/MG Medicated Patch",2,10,5,4,11,26,253,98,0,11446.4,5203,"Capsaicin 0.00025 MG/MG Medicated Patch",2.19996156063809,126.5,25.3,50.6,63.25,23,9.73076923076923,49,9.8,19.6,24.5,8.90909090909091,3.76923076923077
"2866",40241527,"24 HR lamotrigine 250 MG Extended Release Oral Tablet",NA,329,348,40,350,811,7892,1422,232138,8208429.82,305318,"24 HR lamotrigine 250 MG Extended Release Oral Tablet",26.8848538900425,NA,23.9878419452888,22.6781609195402,197.3,22.5485714285714,9.73119605425401,NA,4.32218844984802,4.08620689655172,35.55,4.06285714285714,1.75339087546239
"2867",1548364,"84 HR Estradiol 0.00156 MG/HR Transdermal System",1708,1038,1657,47,167,4465,43456,10301,1931019.08,5353371.91,1996428,"84 HR Estradiol 0.00156 MG/HR Transdermal System",2.68147506947408,25.4426229508197,41.8651252408478,26.2257091128546,924.595744680851,260.215568862275,9.73258678611422,6.03103044496487,9.92389210019268,6.2166566083283,219.170212765957,61.6826347305389,2.3070548712206
"2868",45892875,"Magnesium Oxide 600 MG / Pyridoxine Hydrochloride 25 MG Oral Tablet",NA,7,9,NA,9,19,185,28,0,5559.85,4930,"Magnesium Oxide 600 MG / Pyridoxine Hydrochloride 25 MG Oral Tablet",1.12775862068966,NA,26.4285714285714,20.5555555555556,NA,20.5555555555556,9.73684210526316,NA,4,3.11111111111111,NA,3.11111111111111,1.47368421052632
"2869",40241038,"Nitroglycerin 0.004 MG/MG Rectal Ointment",39,59,106,117,1,296,2883,1911,141808.71,1698331.93,59681,"Nitroglycerin 0.004 MG/MG Rectal Ointment",28.4568276335852,73.9230769230769,48.864406779661,27.1981132075472,24.6410256410256,2883,9.73986486486486,49,32.3898305084746,18.0283018867925,16.3333333333333,1911,6.45608108108108
"2870",40223169,"Acebutolol Hydrochloride 200 MG Oral Capsule",104,2763,3512,2659,1579,8746,85211,17436,974803.87,2415221.57,4998210,"Acebutolol Hydrochloride 200 MG Oral Capsule",0.483217305795475,819.336538461538,30.8400289540355,24.2628132118451,32.0462579917262,53.9651678277391,9.74285387605763,167.653846153846,6.31053203040174,4.96469248291572,6.55735238811583,11.042431918936,1.99359707294763
"2871",19133751,"Calcium Carbonate 1250 MG / Cholecalciferol 100 UNT Chewable Tablet",8,7,8,4,4,24,234,66,0,1266.22,6988,"Calcium Carbonate 1250 MG / Cholecalciferol 100 UNT Chewable Tablet",0.181199198626216,29.25,33.4285714285714,29.25,58.5,58.5,9.75,8.25,9.42857142857143,8.25,16.5,16.5,2.75
"2872",794133,"24 HR Amantadine 137 MG Extended Release Oral Capsule",5,NA,4,4,5,12,117,86,28911.48,272997.35,3783,"24 HR Amantadine 137 MG Extended Release Oral Capsule",72.1642479513613,23.4,NA,29.25,29.25,23.4,9.75,17.2,NA,21.5,21.5,17.2,7.16666666666667
"2873",911130,"Zinc Oxide 100 MG/ML Topical Cream",NA,3,3,3,2,8,78,22,0,569.46,1117,"Zinc Oxide 100 MG/ML Topical Cream",0.509811996418979,NA,26,26,26,39,9.75,NA,7.33333333333333,7.33333333333333,7.33333333333333,11,2.75
"2874",1742254,"Levofloxacin 250 MG Oral Tablet",14031,1,10328,19273,13674,42017,409799,331654,1565643.79,3914062.86,2806490,"Levofloxacin 250 MG Oral Tablet",1.39464700034563,29.2066851970636,409799,39.6784469403563,21.2628547709231,29.9692116425333,9.75317133541186,23.6372318437745,331654,32.1121223857475,17.2082187516214,24.25435132368,7.8933288906871
"2875",19123437,"duloxetine 40 MG Delayed Release Oral Capsule",2,998,801,528,1179,2439,23783,8243,606493.44,5345858.56,935200,"duloxetine 40 MG Delayed Release Oral Capsule",5.71627305389222,11891.5,23.8306613226453,29.6916354556804,45.0435606060606,20.1721798134012,9.75112751127511,4121.5,8.25951903807615,10.29088639201,15.6117424242424,6.99151823579304,3.37966379663797
"2876",46221722,"Metoprolol Tartrate 37.5 MG Oral Tablet",1,334,301,88,338,698,6807,2492,48737.34,362356.09,295514,"Metoprolol Tartrate 37.5 MG Oral Tablet",1.22618924991709,6807,20.3802395209581,22.6146179401993,77.3522727272727,20.1390532544379,9.75214899713467,2492,7.46107784431138,8.27906976744186,28.3181818181818,7.37278106508876,3.5702005730659
"2877",19019117,"Lovastatin 40 MG Oral Tablet",83834,69878,88910,12424,68918,233761,2280793,518937,10857998.38,30753950.6,152646255,"Lovastatin 40 MG Oral Tablet",0.201472028252511,27.2060619796264,32.6396433784596,25.652828703183,183.579603992273,33.0943004730259,9.75694405824753,6.19005415463893,7.42632874438307,5.83665504442695,41.7689150032196,7.52977451464059,2.21994686881045
"2878",19076703,"dofetilide 0.125 MG Oral Capsule",15,1691,1405,1213,1484,4181,40785,7722,4024374.4,23838151.99,1739900,"dofetilide 0.125 MG Oral Capsule",13.70087475717,2719,24.1188645771733,29.0284697508897,33.6232481450948,27.483153638814,9.75484333891414,514.8,4.5665286812537,5.49608540925267,6.36603462489695,5.20350404312669,1.84692657259029
"2879",19074847,"Cefadroxil 500 MG Oral Capsule",5141,6177,9216,6282,6577,20868,203675,155744,1008086.73,2132168.71,2303251,"Cefadroxil 500 MG Oral Capsule",0.925721386857099,39.6177786422875,32.9731261129998,22.1001519097222,32.4219993632601,30.9677664588718,9.76015909526548,30.2944952343902,25.2135340780314,16.8993055555556,24.7921044253422,23.6800973088034,7.46329308031436
"2880",42708247,"tafluprost 0.015 MG/ML Ophthalmic Solution",243,3632,3660,282,43,7723,75354,17466,4703529.83,18345669.37,3068894,"tafluprost 0.015 MG/ML Ophthalmic Solution",5.97794168518039,310.098765432099,20.7472466960352,20.5885245901639,267.212765957447,1752.41860465116,9.757089214036,71.8765432098765,4.80892070484582,4.77213114754098,61.936170212766,406.186046511628,2.26155639000388
"2881",35603056,"olanzapine 300 MG Injection",124,21,120,4,NA,264,2576,249,20410.07,2760564.34,49917,"olanzapine 300 MG Injection",55.3030899292826,20.7741935483871,122.666666666667,21.4666666666667,644,NA,9.75757575757576,2.00806451612903,11.8571428571429,2.075,62.25,NA,0.943181818181818
"2882",35604660,"alectinib 150 MG Oral Capsule",90,102,128,60,76,372,3630,711,1794654.95,47575890.99,109655,"alectinib 150 MG Oral Capsule",433.868870457344,40.3333333333333,35.5882352941176,28.359375,60.5,47.7631578947368,9.75806451612903,7.9,6.97058823529412,5.5546875,11.85,9.35526315789474,1.91129032258065
"2883",19130464,"24 HR ropinirole 4 MG Extended Release Oral Tablet",55,1026,818,412,739,2126,20748,4520,801414.68,3424251.61,932258,"24 HR ropinirole 4 MG Extended Release Oral Tablet",3.67307291543757,377.236363636364,20.2222222222222,25.3643031784841,50.3592233009709,28.0757780784844,9.75917215428034,82.1818181818182,4.40545808966862,5.52567237163814,10.9708737864078,6.11637347767253,2.12605832549389
"2884",19079154,"olanzapine 5 MG Oral Tablet",2088,14654,36131,9740,38647,80707,787841,162272,2850314.92,16358500.15,25230699,"olanzapine 5 MG Oral Tablet",0.648356993597363,377.318486590038,53.7628633820117,21.805125792256,80.8871663244353,20.3855667969053,9.76174309539445,77.7164750957854,11.0735635321414,4.49121253217459,16.6603696098563,4.19882526457422,2.01063104811231
"2885",19077241,"Famotidine 20 MG Oral Tablet",42708,60428,174007,38559,162994,378456,3694971,916549,8409832.33,27322391.59,143202442,"Famotidine 20 MG Oral Tablet",0.190795570301797,86.5170694015173,61.1466704176872,21.2346112512715,95.8264218470396,22.6693681976024,9.76327763333122,21.4608270113328,15.1676209704111,5.26731108518623,23.7700407168236,5.62320698921433,2.42181125414843
"2886",35605943,"Dapsone 0.075 MG/MG Topical Gel",NA,49,59,35,NA,139,1357,866,68004.69,844568.57,46047,"Dapsone 0.075 MG/MG Topical Gel",18.3414461311269,NA,27.6938775510204,23,38.7714285714286,NA,9.76258992805755,NA,17.6734693877551,14.6779661016949,24.7428571428571,NA,6.23021582733813
"2887",19096740,"Olmesartan medoxomil 20 MG Oral Tablet",221,20911,21006,6407,25833,52966,518828,114105,17731316.15,94649320.76,28064746,"Olmesartan medoxomil 20 MG Oral Tablet",3.37253438032185,2347.63800904977,24.8112476686911,24.6990383699895,80.9783049789293,20.0839236635311,9.79549144734358,516.31221719457,5.4566974319736,5.43201942302199,17.809427189012,4.41702473580304,2.15430653626855
"2888",44818188,"ceritinib 150 MG Oral Capsule",32,24,45,8,43,131,1279,233,614668.4,14779324.63,37923,"ceritinib 150 MG Oral Capsule",389.719289876856,39.96875,53.2916666666667,28.4222222222222,159.875,29.7441860465116,9.76335877862596,7.28125,9.70833333333333,5.17777777777778,29.125,5.41860465116279,1.77862595419847
"2889",40096240,"chloroxylenol Topical Solution",8,4,NA,5,NA,17,166,63,0,3256.24,4324,"chloroxylenol Topical Solution",0.753061979648474,20.75,41.5,NA,33.2,NA,9.76470588235294,7.875,15.75,NA,12.6,NA,3.70588235294118
"2890",45776285,"hydrocortisone acetate 5 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Topical Cream",12,22,24,32,1,85,830,557,21232.46,146355.82,10611,"hydrocortisone acetate 5 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Topical Cream",13.7928395061728,69.1666666666667,37.7272727272727,34.5833333333333,25.9375,830,9.76470588235294,46.4166666666667,25.3181818181818,23.2083333333333,17.40625,557,6.55294117647059
"2891",19102482,"Minocycline 75 MG Oral Tablet",NA,13,19,2,9,40,391,210,9903.15,50234.65,14419,"Minocycline 75 MG Oral Tablet",3.48392052153409,NA,30.0769230769231,20.5789473684211,195.5,43.4444444444444,9.775,NA,16.1538461538462,11.0526315789474,105,23.3333333333333,5.25
"2892",42708743,"Docusate Sodium 10 MG/ML Oral Suspension",20,9,15,7,3,45,440,231,0,3057.14,10272,"Docusate Sodium 10 MG/ML Oral Suspension",0.297618769470405,22,48.8888888888889,29.3333333333333,62.8571428571429,146.666666666667,9.77777777777778,11.55,25.6666666666667,15.4,33,77,5.13333333333333
"2893",19023556,"Chondroitin Sulfates 400 MG / Glucosamine Sulfate 500 MG Oral Capsule",23,10,22,17,6,51,499,82,0,5655.67,13767,"Chondroitin Sulfates 400 MG / Glucosamine Sulfate 500 MG Oral Capsule",0.410813539623738,21.695652173913,49.9,22.6818181818182,29.3529411764706,83.1666666666667,9.7843137254902,3.56521739130435,8.2,3.72727272727273,4.82352941176471,13.6666666666667,1.6078431372549
"2894",19125356,"Menthol 0.06 MG/MG / methyl salicylate 0.14 MG/MG Topical Ointment",4,6,7,3,NA,19,186,67,0,1227.68,2122,"Menthol 0.06 MG/MG / methyl salicylate 0.14 MG/MG Topical Ointment",0.578548539114043,46.5,31,26.5714285714286,62,NA,9.78947368421053,16.75,11.1666666666667,9.57142857142857,22.3333333333333,NA,3.52631578947368
"2895",46275814,"belimumab 120 MG Injection",22,74,66,71,NA,224,2194,336,95567.96,5074098.56,60622,"belimumab 120 MG Injection",83.7006129787866,99.7272727272727,29.6486486486486,33.2424242424242,30.9014084507042,NA,9.79464285714286,15.2727272727273,4.54054054054054,5.09090909090909,4.73239436619718,NA,1.5
"2896",1334459,"Ramipril 2.5 MG Oral Capsule",226,14498,17132,15214,13735,44370,435122,100583,2527769.88,6320160.08,26302290,"Ramipril 2.5 MG Oral Capsule",0.240289346669054,1925.3185840708,30.0125534556491,25.3982021947233,28.6001051662942,31.679796141245,9.80667117421681,445.057522123894,6.937715546972,5.87106000466962,6.61121335611936,7.32311612668366,2.26691458192472
"2897",19100691,"Isosorbide Dinitrate 10 MG Oral Tablet",2017,9889,8278,2962,9570,22300,218517,49121,1895198.9,14548854.82,8998738,"Isosorbide Dinitrate 10 MG Oral Tablet",1.61676613098414,108.337630143778,22.096976438467,26.3973181928002,73.7734638757596,22.8335423197492,9.79896860986547,24.3534952900347,4.96723632318738,5.93392123701377,16.5837272113437,5.13281086729363,2.20273542600897
"2898",19006730,"isoniazid 10 MG/ML Oral Solution",4,3,2,1,4,10,98,33,1003.34,25104.44,2176,"isoniazid 10 MG/ML Oral Solution",11.5369669117647,24.5,32.6666666666667,49,98,24.5,9.8,8.25,11,16.5,33,8.25,3.3
"2899",19079779,"Tretinoin 0.0001 MG/MG Topical Gel",190,56,133,180,1,440,4312,2167,68883.02,552890.09,117614,"Tretinoin 0.0001 MG/MG Topical Gel",4.70088671416668,22.6947368421053,77,32.4210526315789,23.9555555555556,4312,9.8,11.4052631578947,38.6964285714286,16.2932330827068,12.0388888888889,2167,4.925
"2900",35605506,"Mitomycin 20 MG Injection",7,1,7,NA,NA,15,147,81,22752.42,146942.19,2830,"Mitomycin 20 MG Injection",51.923035335689,21,147,21,NA,NA,9.8,11.5714285714286,81,11.5714285714286,NA,NA,5.4
"2901",40220869,"Leucovorin 50 MG Injection",2,1,6,7,NA,15,147,41,532.72,3781.31,3217,"Leucovorin 50 MG Injection",1.17541498290333,73.5,147,24.5,21,NA,9.8,20.5,41,6.83333333333333,5.85714285714286,NA,2.73333333333333
"2902",19131437,"0.5 ML Diazepam 5 MG/ML Rectal Gel",8,NA,33,31,NA,71,696,427,7256.15,418292.04,6057,"0.5 ML Diazepam 5 MG/ML Rectal Gel",69.0592768697375,87,NA,21.0909090909091,22.4516129032258,NA,9.80281690140845,53.375,NA,12.9393939393939,13.7741935483871,NA,6.01408450704225
"2903",1383851,"Isosorbide Mononitrate 20 MG Oral Tablet",59,4588,5724,2251,2163,11732,115007,23109,535117.4,1809125.69,5070535,"Isosorbide Mononitrate 20 MG Oral Tablet",0.356791875019105,1949.27118644068,25.0669136878814,20.0920684835779,51.0915148822745,53.1701340730467,9.80284691442209,391.677966101695,5.03683522231909,4.03721174004193,10.2661039537983,10.6837725381415,1.96974087964541
"2904",42902168,"{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack",296,1987,2118,672,30,4604,45139,8641,130949.98,998562.59,1790038,"{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack",0.557844353024908,152.496621621622,22.7171615500755,21.3120868744098,67.1711309523809,1504.63333333333,9.80430060816681,29.1925675675676,4.34876698540513,4.07979225684608,12.858630952381,288.033333333333,1.87684622067767
"2905",46275390,"{30 (Regular Insulin, Human 12 UNT Inhalation Powder) / 60 (Regular Insulin, Human 8 UNT Inhalation Powder) } Pack",NA,18,16,13,NA,46,451,129,36953.03,453087.03,18128,"{30 (Regular Insulin, Human 12 UNT Inhalation Powder) / 60 (Regular Insulin, Human 8 UNT Inhalation Powder) } Pack",24.9937682038835,NA,25.0555555555556,28.1875,34.6923076923077,NA,9.80434782608696,NA,7.16666666666667,8.0625,9.92307692307692,NA,2.80434782608696
"2906",43526482,"bromfenac 0.7 MG/ML Ophthalmic Solution",3397,10324,5815,5053,57,21397,209997,130919,10052328.87,50589057.86,7093711,"bromfenac 0.7 MG/ML Ophthalmic Solution",7.13153635100161,61.8183691492493,20.3406625339016,36.1129836629407,41.5588759152978,3684.15789473684,9.81431976445296,38.5395937591993,12.6810344827586,22.5140154772141,25.9091628735405,2296.82456140351,6.1185680235547
"2907",997893,"Clindamycin 10 MG/ML Topical Lotion",3317,3340,3564,2234,141,10717,105143,58018,1710294.06,9748991.75,2692929,"Clindamycin 10 MG/ML Topical Lotion",3.62021863554516,31.698221284293,31.4799401197605,29.5014029180696,47.0649059982095,745.695035460993,9.81086124848372,17.4911064214652,17.3706586826347,16.2789001122334,25.9704565801253,411.475177304965,5.41364187739106
"2908",1237168,"Theophylline 200 MG Extended Release Oral Capsule",150,991,1019,243,784,2185,21437,5016,533331.13,2994652.79,808007,"Theophylline 200 MG Extended Release Oral Capsule",3.70622134461706,142.913333333333,21.6316851664985,21.0372914622179,88.2181069958848,27.343112244898,9.81098398169336,33.44,5.06155398587286,4.92247301275761,20.641975308642,6.39795918367347,2.29565217391304
"2909",42629393,"cabozantinib 60 MG Oral Tablet",20,146,116,11,149,359,3523,1136,2318831.58,53279407.44,105204,"cabozantinib 60 MG Oral Tablet",506.438989392038,176.15,24.1301369863014,30.3706896551724,320.272727272727,23.6442953020134,9.8133704735376,56.8,7.78082191780822,9.79310344827586,103.272727272727,7.6241610738255,3.16434540389972
